geoId	 Municipal	 Department	 popMen	 popWomen	 popTotal	 popDensity	 geometry	 totalHomicides	 homicideRate
703	 DANLI	 EL PARASO	 98960	 100050	 199009	 53.6696	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.568412, 13.966288], [-86.611432, 13.995327], [-86.61474, 14.006202], [-86.645464, 14.04422], [-86.685835, 14.082935], [-86.684417, 14.146673], [-86.674371, 14.163791], [-86.683028, 14.166985], [-86.674042, 14.190699], [-86.627373, 14.220529], [-86.614791, 14.242622], [-86.616263, 14.249095], [-86.604309, 14.246761], [-86.599735, 14.25336], [-86.593072, 14.250001], [-86.591628, 14.254499], [-86.580376, 14.255612], [-86.571577, 14.26565], [-86.566207, 14.263961], [-86.565692, 14.272295], [-86.557901, 14.276877], [-86.558686, 14.281677], [-86.545933, 14.285115], [-86.541872, 14.281157], [-86.538786, 14.289181], [-86.529557, 14.288994], [-86.531403, 14.294073], [-86.525443, 14.297627], [-86.521306, 14.296759], [-86.522781, 14.292552], [-86.517098, 14.292559], [-86.506924, 14.305995], [-86.488958, 14.299627], [-86.459645, 14.297822], [-86.444554, 14.301975], [-86.44093, 14.289263], [-86.356449, 14.282331], [-86.349175, 14.287395], [-86.342324, 14.284318], [-86.316761, 14.29781], [-86.294758, 14.319474], [-86.285626, 14.319375], [-86.274305, 14.329255], [-86.258766, 14.334414], [-86.249756, 14.345447], [-86.186397, 14.36069], [-86.148217, 14.266243], [-86.078084, 14.249353], [-86.070957, 14.189813], [-86.149354, 14.123491], [-86.15165, 14.036104], [-86.157332, 14.024681], [-86.151547, 14.015149], [-86.144602, 14.014401], [-86.141629, 13.999139], [-86.149436, 13.999319], [-86.168802, 13.979164], [-86.186706, 13.98518], [-86.191321, 13.982617], [-86.185599, 13.954994], [-86.19561, 13.954413], [-86.195472, 13.942593], [-86.200703, 13.935035], [-86.216735, 13.937054], [-86.226259, 13.923631], [-86.221683, 13.914935], [-86.225429, 13.907353], [-86.242627, 13.904013], [-86.247923, 13.886763], [-86.257004, 13.886403], [-86.256428, 13.879751], [-86.267202, 13.880393], [-86.278565, 13.875367], [-86.275575, 13.868658], [-86.281943, 13.855353], [-86.298419, 13.852821], [-86.29887, 13.840866], [-86.302957, 13.839025], [-86.294118, 13.825262], [-86.295682, 13.817185], [-86.303607, 13.814826], [-86.304822, 13.806747], [-86.315521, 13.80377], [-86.315587, 13.792272], [-86.335096, 13.768431], [-86.346499, 13.768628], [-86.350755, 13.763206], [-86.373025, 13.765752], [-86.409715, 13.840683], [-86.454575, 13.884229], [-86.518774, 13.925334], [-86.574057, 13.939162], [-86.57507, 13.944183], [-86.567677, 13.94488], [-86.556351, 13.961237], [-86.568412, 13.966288]]]}}	 69	 34.7	 
704	 EL PARAISO	 EL PARASO	 23862	 25043	 48905	 97.2916	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.580884, 13.941949], [-86.518774, 13.925334], [-86.454575, 13.884229], [-86.409715, 13.840683], [-86.377942, 13.771107], [-86.383546, 13.76418], [-86.394521, 13.76058], [-86.399174, 13.763101], [-86.402986, 13.758092], [-86.416847, 13.758349], [-86.427063, 13.765479], [-86.438303, 13.763651], [-86.453615, 13.78959], [-86.467423, 13.774804], [-86.478795, 13.77129], [-86.481927, 13.776847], [-86.483152, 13.771274], [-86.490634, 13.768746], [-86.495056, 13.7736], [-86.514221, 13.774973], [-86.522549, 13.779939], [-86.523238, 13.788578], [-86.538904, 13.804849], [-86.548226, 13.797082], [-86.559682, 13.80226], [-86.574726, 13.791317], [-86.580597, 13.807205], [-86.594326, 13.817082], [-86.605095, 13.835018], [-86.631683, 13.833886], [-86.653738, 13.873756], [-86.662963, 13.877643], [-86.663296, 13.89298], [-86.682369, 13.919338], [-86.677465, 13.918788], [-86.675592, 13.9256], [-86.654521, 13.921468], [-86.64924, 13.925304], [-86.644556, 13.916344], [-86.623738, 13.911698], [-86.620662, 13.915016], [-86.623582, 13.918006], [-86.610065, 13.92673], [-86.610223, 13.930623], [-86.596847, 13.927722], [-86.592584, 13.936421], [-86.580884, 13.941949]]]}}	 11	 22.5	 
705	 GINOPE	 EL PARASO	 4021	 3867	 7888	 34.55	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.986825, 13.887383], [-86.990083, 13.901857], [-86.99742, 13.909639], [-86.987021, 13.929329], [-86.980314, 13.933356], [-86.99092, 13.960554], [-86.983943, 13.969033], [-86.983608, 13.963029], [-86.96006, 13.957362], [-86.953406, 13.950495], [-86.939668, 13.961171], [-86.929311, 13.959071], [-86.879874, 13.921607], [-86.886195, 13.895986], [-86.883375, 13.879424], [-86.859719, 13.864327], [-86.875864, 13.860787], [-86.890265, 13.848679], [-86.909675, 13.848097], [-86.936445, 13.840428], [-86.921443, 13.814196], [-86.884629, 13.794167], [-86.883786, 13.782201], [-86.891498, 13.778684], [-86.914093, 13.782209], [-86.919386, 13.788938], [-86.956443, 13.781905], [-86.972204, 13.783776], [-86.974697, 13.7876], [-86.981664, 13.781978], [-86.996889, 13.786024], [-87.010443, 13.798674], [-86.993927, 13.827629], [-86.989183, 13.846962], [-86.995488, 13.858594], [-86.986825, 13.887383]]]}}	 3	 38.0	 
707	 LIURE	 EL PARASO	 5690	 5546	 11236	 108.717	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.091993, 13.582175], [-87.053018, 13.598439], [-87.046145, 13.580715], [-87.03027, 13.598848], [-86.99988, 13.597697], [-87.002462, 13.576504], [-87.010638, 13.569215], [-87.010209, 13.548156], [-87.025559, 13.539228], [-87.025854, 13.52475], [-87.050952, 13.521333], [-87.056961, 13.506969], [-87.066645, 13.501618], [-87.080264, 13.511176], [-87.082999, 13.502333], [-87.09976, 13.508996], [-87.107933, 13.517465], [-87.106838, 13.52694], [-87.113198, 13.535752], [-87.108483, 13.575292], [-87.091993, 13.582175]]]}}	 1	 8.9	 
708	 MOROCELI	 EL PARASO	 7927	 7702	 15628	 32.9881	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.847204, 14.058779], [-86.857222, 14.060295], [-86.861746, 14.071579], [-86.872541, 14.065466], [-86.88182, 14.067113], [-86.900981, 14.059986], [-86.9106, 14.051303], [-86.944881, 14.063557], [-86.947333, 14.084668], [-86.971401, 14.100629], [-86.987677, 14.125035], [-86.973657, 14.142911], [-86.949372, 14.140642], [-86.939739, 14.133596], [-86.914081, 14.130119], [-86.913083, 14.137707], [-86.897288, 14.159852], [-86.91127, 14.170071], [-86.924923, 14.167961], [-86.929369, 14.173544], [-86.923682, 14.184283], [-86.906358, 14.191483], [-86.898786, 14.19995], [-86.902916, 14.209925], [-86.897, 14.212341], [-86.896617, 14.231778], [-86.888646, 14.234226], [-86.861975, 14.260493], [-86.842119, 14.292202], [-86.805071, 14.290433], [-86.808218, 14.268096], [-86.819842, 14.24441], [-86.821777, 14.224757], [-86.812686, 14.216714], [-86.77203, 14.204878], [-86.782898, 14.193285], [-86.787859, 14.178858], [-86.764847, 14.170408], [-86.762933, 14.158463], [-86.724987, 14.141731], [-86.723553, 14.134788], [-86.725496, 14.131292], [-86.743125, 14.132818], [-86.751103, 14.138048], [-86.767484, 14.130801], [-86.768217, 14.118115], [-86.773179, 14.112501], [-86.771604, 14.107189], [-86.764269, 14.104703], [-86.766785, 14.087232], [-86.777508, 14.083198], [-86.813917, 14.052633], [-86.839048, 14.047693], [-86.847204, 14.058779]]]}}	 3	 19.2	 
709	 OROPOLI	 EL PARASO	 3033	 3047	 6080	 31.3434	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.853148, 13.780435], [-86.866326, 13.772469], [-86.874983, 13.774449], [-86.883786, 13.782201], [-86.884905, 13.794426], [-86.923499, 13.816297], [-86.936445, 13.840428], [-86.909675, 13.848097], [-86.890265, 13.848679], [-86.875864, 13.860787], [-86.817526, 13.871819], [-86.781259, 13.883216], [-86.771431, 13.87083], [-86.763515, 13.869434], [-86.772435, 13.849919], [-86.75743, 13.811291], [-86.763569, 13.808348], [-86.761924, 13.801536], [-86.769352, 13.792846], [-86.759583, 13.784531], [-86.763064, 13.768177], [-86.789121, 13.773677], [-86.828149, 13.765185], [-86.848938, 13.748051], [-86.859418, 13.761519], [-86.859754, 13.766315], [-86.850074, 13.77475], [-86.853148, 13.780435]]]}}	 2	 32.9	 
711	 SAN ANTONIO DE FLORES	 EL PARASO	 2758	 2719	 5476	 32.6763	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.85411, 13.754698], [-86.846237, 13.748327], [-86.828149, 13.765185], [-86.789538, 13.773636], [-86.761227, 13.769047], [-86.76964, 13.754118], [-86.759584, 13.727355], [-86.761177, 13.717099], [-86.768768, 13.6995], [-86.776876, 13.701046], [-86.78308, 13.695853], [-86.789204, 13.702616], [-86.800673, 13.688603], [-86.803765, 13.672183], [-86.812852, 13.674428], [-86.818335, 13.681127], [-86.837948, 13.679353], [-86.847858, 13.664292], [-86.883108, 13.647307], [-86.88656, 13.655163], [-86.902861, 13.668193], [-86.905408, 13.68665], [-86.92413, 13.69748], [-86.907686, 13.717254], [-86.925227, 13.73507], [-86.90248, 13.73998], [-86.892746, 13.73122], [-86.872777, 13.743964], [-86.859418, 13.761519], [-86.85411, 13.754698]]]}}	 1	 18.3	 
712	 SAN LUCAS	 EL PARASO	 4064	 4148	 8212	 54.0153	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.010443, 13.798674], [-86.996889, 13.786024], [-86.981664, 13.781978], [-86.974697, 13.7876], [-86.972204, 13.783776], [-86.956443, 13.781905], [-86.919386, 13.788938], [-86.914322, 13.782269], [-86.891498, 13.778684], [-86.883975, 13.782285], [-86.870604, 13.773], [-86.85981, 13.774633], [-86.85459, 13.780615], [-86.849743, 13.779514], [-86.850056, 13.774826], [-86.859736, 13.766339], [-86.872777, 13.743964], [-86.892746, 13.73122], [-86.90248, 13.73998], [-86.925227, 13.73507], [-86.907686, 13.717254], [-86.913715, 13.70587], [-86.931994, 13.691128], [-86.954896, 13.697735], [-86.972438, 13.691797], [-86.979562, 13.709993], [-87.001605, 13.712245], [-87.005469, 13.723953], [-86.998028, 13.743922], [-87.030562, 13.747345], [-87.031166, 13.762743], [-87.016069, 13.77585], [-87.010443, 13.798674]]]}}	 4	 48.7	 
714	 SOLEDAD	 EL PARASO	 4998	 5208	 10206	 60.5943	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.127142, 13.653596], [-87.107203, 13.649139], [-87.083235, 13.636563], [-87.063454, 13.605712], [-87.053018, 13.598439], [-87.108483, 13.575292], [-87.109239, 13.553796], [-87.141553, 13.547857], [-87.155076, 13.552648], [-87.170131, 13.549422], [-87.184906, 13.563893], [-87.187458, 13.583638], [-87.184145, 13.591768], [-87.196064, 13.602657], [-87.200518, 13.612936], [-87.22468, 13.616252], [-87.211609, 13.668452], [-87.183839, 13.686021], [-87.127142, 13.653596]]]}}	 4	 39.2	 
715	 TEUPASENTI	 EL PARASO	 22573	 22154	 44727	 44.1773	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.805082, 14.29037], [-86.829633, 14.291588], [-86.83106, 14.33232], [-86.713282, 14.422551], [-86.711435, 14.415932], [-86.695787, 14.418191], [-86.670068, 14.4092], [-86.669566, 14.404445], [-86.65955, 14.399514], [-86.653787, 14.399599], [-86.648044, 14.409195], [-86.634773, 14.404494], [-86.628944, 14.406954], [-86.626371, 14.400298], [-86.614527, 14.39335], [-86.608595, 14.373692], [-86.597774, 14.381654], [-86.521624, 14.363982], [-86.514795, 14.354154], [-86.508414, 14.35296], [-86.502534, 14.337446], [-86.464015, 14.333285], [-86.44785, 14.313535], [-86.444554, 14.301975], [-86.459743, 14.297824], [-86.48908, 14.299641], [-86.508475, 14.305633], [-86.511003, 14.296402], [-86.517069, 14.292573], [-86.522781, 14.292552], [-86.521306, 14.296759], [-86.525443, 14.297627], [-86.531403, 14.294073], [-86.529557, 14.288994], [-86.538786, 14.289181], [-86.541872, 14.281157], [-86.545933, 14.285115], [-86.558686, 14.281677], [-86.557901, 14.276877], [-86.565692, 14.272295], [-86.566207, 14.263961], [-86.571577, 14.26565], [-86.580376, 14.255612], [-86.591628, 14.254499], [-86.593072, 14.250001], [-86.599735, 14.25336], [-86.604309, 14.246761], [-86.616263, 14.249095], [-86.614791, 14.242622], [-86.627428, 14.220474], [-86.672182, 14.192793], [-86.680341, 14.170653], [-86.696682, 14.154288], [-86.711686, 14.142774], [-86.724987, 14.141731], [-86.762933, 14.158463], [-86.764847, 14.170408], [-86.787859, 14.178858], [-86.782898, 14.193285], [-86.77203, 14.204878], [-86.812686, 14.216714], [-86.821777, 14.224757], [-86.819842, 14.24441], [-86.808218, 14.268096], [-86.805082, 14.29037]]]}}	 13	 29.1	 
716	 TEXIGUAT	 EL PARASO	 4590	 4592	 9182	 43.5099	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.098398, 13.71], [-87.09297, 13.705036], [-87.073353, 13.718596], [-87.044724, 13.725495], [-87.029916, 13.733837], [-87.030562, 13.747345], [-86.999905, 13.74445], [-87.005507, 13.723375], [-87.000973, 13.711351], [-86.979562, 13.709993], [-86.972461, 13.691803], [-86.954896, 13.697735], [-86.931994, 13.691128], [-86.95548, 13.67097], [-86.976579, 13.669558], [-86.961431, 13.663635], [-86.992177, 13.646864], [-86.991359, 13.626445], [-87.003793, 13.611379], [-87.000033, 13.598279], [-87.03027, 13.598848], [-87.046453, 13.580733], [-87.05082, 13.598035], [-87.063404, 13.605651], [-87.083181, 13.636517], [-87.125931, 13.656671], [-87.131624, 13.671911], [-87.115693, 13.69845], [-87.098398, 13.71]]]}}	 1	 10.9	 
719	 TROJES	 EL PARASO	 25159	 23924	 49083	 24.7857	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.888612, 13.924752], [-85.893097, 13.903855], [-85.913202, 13.908613], [-85.916038, 13.916355], [-85.912886, 13.9268], [-85.918265, 13.937738], [-85.922087, 13.931774], [-85.9545, 13.951488], [-85.964737, 13.951528], [-85.966593, 13.960109], [-85.976905, 13.962823], [-85.980525, 13.968273], [-85.987849, 13.969899], [-85.988566, 13.965692], [-85.99517, 13.964445], [-86.002915, 13.97781], [-86.027792, 13.997972], [-86.034143, 13.9933], [-86.042541, 13.995563], [-86.008674, 14.055814], [-86.011427, 14.060627], [-86.003862, 14.070083], [-86.011801, 14.080121], [-86.039478, 14.076725], [-86.043029, 14.06963], [-86.076358, 14.069619], [-86.077155, 14.063477], [-86.086745, 14.064823], [-86.1081, 14.057358], [-86.118309, 14.044586], [-86.134285, 14.049939], [-86.133735, 14.043195], [-86.15165, 14.036104], [-86.149354, 14.123491], [-86.070957, 14.189813], [-86.078084, 14.249353], [-86.068873, 14.248708], [-86.070638, 14.264083], [-86.062095, 14.271396], [-86.018608, 14.261645], [-85.998812, 14.227503], [-85.993521, 14.186895], [-85.9826, 14.17962], [-85.946821, 14.17019], [-85.940437, 14.172048], [-85.941222, 14.159735], [-85.951505, 14.135052], [-85.947523, 14.123948], [-85.922588, 14.140413], [-85.905907, 14.126657], [-85.887094, 14.128526], [-85.874182, 14.140157], [-85.876044, 14.157148], [-85.872, 14.163437], [-85.850952, 14.172381], [-85.837748, 14.185884], [-85.826615, 14.186751], [-85.812991, 14.166836], [-85.795125, 14.160781], [-85.779045, 14.162685], [-85.767175, 14.196791], [-85.758316, 14.200813], [-85.751848, 14.190685], [-85.73833, 14.185046], [-85.712661, 14.190534], [-85.706524, 14.182735], [-85.686868, 14.183696], [-85.665578, 14.172376], [-85.658475, 14.176675], [-85.661319, 14.184237], [-85.652518, 14.192287], [-85.639227, 14.177192], [-85.636828, 14.167258], [-85.618545, 14.160645], [-85.605168, 14.133808], [-85.609708, 14.095776], [-85.58533, 14.079676], [-85.578333, 14.082804], [-85.569768, 14.071332], [-85.570345, 14.064485], [-85.574495, 14.06514], [-85.578738, 14.059121], [-85.577454, 14.043866], [-85.585894, 14.040539], [-85.590913, 14.044901], [-85.603942, 14.026426], [-85.615951, 14.019256], [-85.62485, 14.021223], [-85.62471, 14.008953], [-85.663953, 14.012631], [-85.668154, 13.985339], [-85.67805, 13.979481], [-85.683076, 13.980749], [-85.687257, 13.989398], [-85.706874, 13.992969], [-85.723218, 13.982457], [-85.731826, 13.970465], [-85.752923, 13.968079], [-85.752597, 13.956215], [-85.757454, 13.950325], [-85.752256, 13.928935], [-85.763713, 13.885608], [-85.738158, 13.870477], [-85.733562, 13.860851], [-85.741799, 13.85314], [-85.737989, 13.842872], [-85.747337, 13.839904], [-85.751444, 13.832836], [-85.755328, 13.846076], [-85.758448, 13.843115], [-85.772007, 13.848555], [-85.793331, 13.841823], [-85.818976, 13.849025], [-85.820932, 13.858513], [-85.826651, 13.858769], [-85.826519, 13.870342], [-85.841371, 13.884548], [-85.836936, 13.888106], [-85.841244, 13.896182], [-85.83582, 13.904923], [-85.84273, 13.910287], [-85.83838, 13.910928], [-85.852159, 13.921099], [-85.868951, 13.922331], [-85.881525, 13.930211], [-85.888612, 13.924752]]]}}	 19	 38.7	 
801	 DISTRITO CENTRAL	 FRANCISCO MORAZN	 582960	 634844	 1217804	 566.204	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.354225, 14.078271], [-87.370777, 14.097053], [-87.367106, 14.107322], [-87.377208, 14.110265], [-87.381289, 14.103763], [-87.390406, 14.110254], [-87.402007, 14.108364], [-87.419047, 14.116427], [-87.446515, 14.170012], [-87.44922, 14.183796], [-87.461468, 14.202544], [-87.472465, 14.211002], [-87.432803, 14.214501], [-87.424829, 14.224475], [-87.431233, 14.244926], [-87.442694, 14.248931], [-87.461132, 14.264134], [-87.468381, 14.327402], [-87.46399, 14.335196], [-87.450986, 14.338521], [-87.436978, 14.334756], [-87.430795, 14.339426], [-87.404775, 14.34371], [-87.39464, 14.366125], [-87.381579, 14.36115], [-87.368224, 14.365041], [-87.354078, 14.355746], [-87.327398, 14.346916], [-87.317887, 14.357677], [-87.308481, 14.353114], [-87.261059, 14.355917], [-87.237664, 14.371942], [-87.155238, 14.365016], [-87.137937, 14.371686], [-87.117835, 14.363205], [-87.129566, 14.314649], [-87.139403, 14.304579], [-87.138647, 14.30052], [-87.103825, 14.296886], [-87.116077, 14.28114], [-87.113576, 14.267068], [-87.10891, 14.268275], [-87.027023, 14.219359], [-87.015755, 14.240071], [-87.007118, 14.238567], [-87.005396, 14.229639], [-87.027843, 14.213796], [-87.033759, 14.195635], [-87.076375, 14.17522], [-87.099052, 14.158253], [-87.122856, 14.155386], [-87.129887, 14.147748], [-87.135296, 14.129149], [-87.129788, 14.101242], [-87.118151, 14.095658], [-87.107712, 14.081449], [-87.096249, 14.08332], [-87.079016, 14.100302], [-87.057546, 14.109299], [-87.050786, 14.104903], [-87.049577, 14.096237], [-87.057673, 14.091051], [-87.04183, 14.07413], [-87.053465, 14.056653], [-87.087194, 14.049976], [-87.103704, 14.039499], [-87.120464, 14.017694], [-87.113144, 14.001017], [-87.126724, 13.972224], [-87.086303, 13.951489], [-87.123734, 13.895131], [-87.138663, 13.913369], [-87.127641, 13.926381], [-87.131988, 13.937632], [-87.182387, 13.965285], [-87.234671, 13.977006], [-87.32308, 13.984382], [-87.317821, 13.99644], [-87.308199, 13.999899], [-87.343689, 14.020193], [-87.342941, 14.027121], [-87.37239, 14.012445], [-87.378672, 14.047946], [-87.372783, 14.067799], [-87.354225, 14.078271]]]}}	 987	 81.0	 
803	 CEDROS	 FRANCISCO MORAZN	 8543	 9330	 17873	 22.7082	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.154815, 14.692587], [-87.146327, 14.681002], [-87.136607, 14.681174], [-87.139648, 14.674112], [-87.132661, 14.667665], [-87.123986, 14.668478], [-87.116473, 14.662663], [-87.111899, 14.667288], [-87.103997, 14.666909], [-87.097352, 14.659371], [-87.090448, 14.663482], [-87.088153, 14.658097], [-87.071058, 14.64844], [-87.056167, 14.65072], [-87.053211, 14.643742], [-87.042256, 14.637322], [-87.040487, 14.625556], [-87.033133, 14.621985], [-87.033217, 14.609705], [-87.028165, 14.603298], [-87.02798, 14.593327], [-87.037779, 14.570165], [-87.023134, 14.550102], [-87.022194, 14.482], [-87.053407, 14.472582], [-87.084605, 14.476429], [-87.095173, 14.469521], [-87.150044, 14.476683], [-87.170409, 14.472024], [-87.217708, 14.429208], [-87.220442, 14.419194], [-87.229541, 14.410854], [-87.229844, 14.392854], [-87.237107, 14.387469], [-87.237909, 14.370967], [-87.261059, 14.355917], [-87.308481, 14.353114], [-87.317887, 14.357677], [-87.327398, 14.346916], [-87.354078, 14.355746], [-87.368224, 14.365041], [-87.381232, 14.361144], [-87.393222, 14.36489], [-87.385392, 14.397706], [-87.394374, 14.406931], [-87.396885, 14.416312], [-87.404486, 14.415323], [-87.419392, 14.421848], [-87.404219, 14.429195], [-87.402841, 14.449452], [-87.392652, 14.452977], [-87.369546, 14.444716], [-87.353643, 14.455019], [-87.347862, 14.466569], [-87.338941, 14.465669], [-87.32041, 14.472753], [-87.313305, 14.486572], [-87.295124, 14.500817], [-87.300795, 14.51454], [-87.312949, 14.522391], [-87.314013, 14.533627], [-87.32894, 14.537591], [-87.321647, 14.542169], [-87.320449, 14.548257], [-87.325786, 14.562681], [-87.298837, 14.565445], [-87.294723, 14.560893], [-87.281027, 14.56517], [-87.236987, 14.558929], [-87.237999, 14.579021], [-87.229415, 14.585638], [-87.227573, 14.606426], [-87.220221, 14.616608], [-87.226721, 14.623304], [-87.207698, 14.648102], [-87.214057, 14.659459], [-87.21097, 14.672986], [-87.187944, 14.691448], [-87.179389, 14.68645], [-87.163763, 14.704502], [-87.154815, 14.692587]]]}}	 6	 33.6	 
804	 CURAREN	 FRANCISCO MORAZN	 10012	 10108	 20120	 55.4674	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.526845, 13.754214], [-87.528392, 13.750981], [-87.521243, 13.742418], [-87.542398, 13.729379], [-87.549161, 13.716945], [-87.563093, 13.714364], [-87.589793, 13.715146], [-87.629625, 13.740551], [-87.649292, 13.743506], [-87.649698, 13.757133], [-87.642499, 13.779011], [-87.644689, 13.830167], [-87.639315, 13.843286], [-87.62428, 13.854087], [-87.615592, 13.870031], [-87.61486, 13.8907], [-87.602239, 13.896512], [-87.603886, 13.910684], [-87.597837, 13.9278], [-87.599923, 13.944835], [-87.59467, 13.955777], [-87.553633, 13.919703], [-87.484838, 13.92597], [-87.485774, 13.913866], [-87.490854, 13.907822], [-87.487661, 13.900275], [-87.492672, 13.890632], [-87.49, 13.881555], [-87.481481, 13.875351], [-87.480752, 13.863854], [-87.495583, 13.848855], [-87.494005, 13.820553], [-87.513514, 13.820566], [-87.521019, 13.812411], [-87.526845, 13.754214]]]}}	 11	 54.7	 
805	 EL PORVENIR	 FRANCISCO MORAZN	 7469	 8623	 16092	 34.1223	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.097991, 14.69311], [-87.103997, 14.666909], [-87.112031, 14.667243], [-87.116162, 14.662685], [-87.123986, 14.668478], [-87.132661, 14.667665], [-87.139648, 14.674112], [-87.136565, 14.681123], [-87.146503, 14.681133], [-87.162716, 14.704612], [-87.179389, 14.68645], [-87.187944, 14.691448], [-87.21058, 14.673452], [-87.21406, 14.659482], [-87.207698, 14.648102], [-87.226721, 14.623304], [-87.220221, 14.616608], [-87.227573, 14.606426], [-87.229415, 14.585638], [-87.237999, 14.579021], [-87.236987, 14.558929], [-87.281027, 14.56517], [-87.294723, 14.560893], [-87.298837, 14.565445], [-87.325707, 14.562564], [-87.331992, 14.566592], [-87.339116, 14.591492], [-87.331427, 14.603278], [-87.337514, 14.609848], [-87.33264, 14.615406], [-87.33512, 14.625551], [-87.330974, 14.633206], [-87.326141, 14.632382], [-87.331079, 14.639777], [-87.324398, 14.645222], [-87.330219, 14.664824], [-87.32414, 14.66893], [-87.320658, 14.662594], [-87.313444, 14.662827], [-87.312806, 14.666762], [-87.318089, 14.666355], [-87.314716, 14.677633], [-87.306048, 14.675783], [-87.292493, 14.686551], [-87.28545, 14.686541], [-87.273736, 14.697055], [-87.265358, 14.698684], [-87.270552, 14.705864], [-87.265378, 14.711198], [-87.268434, 14.72459], [-87.255854, 14.725192], [-87.248786, 14.754498], [-87.24931, 14.764815], [-87.253781, 14.767985], [-87.25093, 14.787707], [-87.259278, 14.797984], [-87.260393, 14.809169], [-87.266199, 14.811969], [-87.262584, 14.82835], [-87.245302, 14.846057], [-87.218428, 14.843468], [-87.211083, 14.847603], [-87.208759, 14.859022], [-87.195319, 14.857824], [-87.19224, 14.861127], [-87.175153, 14.849364], [-87.159488, 14.846504], [-87.155124, 14.840566], [-87.143659, 14.841306], [-87.132013, 14.820541], [-87.149392, 14.784666], [-87.145433, 14.763743], [-87.118264, 14.741949], [-87.097366, 14.705728], [-87.097991, 14.69311]]]}}	 6	 37.3	 
806	 GUAIMACA	 FRANCISCO MORAZN	 16742	 17050	 33792	 26.648	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.797012, 14.623821], [-86.768583, 14.606721], [-86.761474, 14.597818], [-86.759863, 14.586168], [-86.739728, 14.575038], [-86.751397, 14.532253], [-86.742837, 14.509748], [-86.729326, 14.505572], [-86.733947, 14.478979], [-86.7109, 14.42856], [-86.713282, 14.422551], [-86.83106, 14.33232], [-86.831564, 14.318789], [-86.849541, 14.326029], [-86.849904, 14.335727], [-86.857609, 14.348028], [-86.874804, 14.360157], [-86.883678, 14.3751], [-86.894992, 14.374188], [-86.900773, 14.364131], [-86.907962, 14.370513], [-86.904856, 14.374837], [-86.910202, 14.380543], [-86.905242, 14.393113], [-86.897485, 14.400981], [-86.889608, 14.401146], [-86.88537, 14.41297], [-86.881003, 14.414506], [-86.879252, 14.439981], [-86.895821, 14.43564], [-86.906812, 14.440817], [-86.908928, 14.446801], [-86.913377, 14.443945], [-86.935768, 14.464909], [-86.961292, 14.462205], [-86.98091, 14.474795], [-87.022194, 14.482], [-87.023134, 14.550102], [-87.037839, 14.572076], [-87.027952, 14.593454], [-87.032479, 14.612243], [-87.015611, 14.603687], [-87.007675, 14.607052], [-86.983638, 14.646584], [-86.983055, 14.660658], [-86.947088, 14.656086], [-86.936913, 14.645976], [-86.923115, 14.645447], [-86.915309, 14.639556], [-86.88427, 14.646804], [-86.87314, 14.643943], [-86.868702, 14.638245], [-86.846795, 14.642634], [-86.805636, 14.639849], [-86.79647, 14.630409], [-86.797012, 14.623821]]]}}	 17	 50.3	 
807	 LA LIBERTAD	 FRANCISCO MORAZN	 1538	 1448	 2987	 69.0006	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-87.493517, 13.723759], [-87.469289, 13.716363], [-87.459734, 13.708453], [-87.459658, 13.69354], [-87.464613, 13.683409], [-87.459342, 13.669555], [-87.467308, 13.675681], [-87.518415, 13.691457], [-87.520397, 13.69679], [-87.542095, 13.710384], [-87.543791, 13.71728], [-87.549161, 13.716945], [-87.542446, 13.729332], [-87.523414, 13.74295], [-87.517361, 13.742352], [-87.515459, 13.731575], [-87.508463, 13.726167], [-87.493517, 13.723759]]]}}	 1	 33.5	 
