geoId	 Municipal	 Department	 popMen	 popWomen	 popTotal	 popDensity	 geometry	 totalHomicides	 homicideRate
1408	 LUCERNA	 OCOTEPEQUE	 2479	 2405	 4884	 30.14	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-89.024928, 14.655734], [-89.012496, 14.6582], [-88.990986, 14.650667], [-88.983933, 14.643248], [-88.960029, 14.632191], [-88.926665, 14.602679], [-88.922617, 14.59405], [-88.927931, 14.590008], [-88.925497, 14.583972], [-88.930225, 14.576756], [-88.930137, 14.563073], [-88.923186, 14.556988], [-88.911169, 14.557944], [-88.914687, 14.541979], [-88.907135, 14.533267], [-88.934926, 14.532534], [-88.944333, 14.544168], [-88.97397, 14.543944], [-88.991335, 14.580939], [-88.985596, 14.59096], [-88.988928, 14.607879], [-89.000804, 14.617702], [-89.004297, 14.605224], [-88.997205, 14.595573], [-88.997612, 14.561014], [-88.989313, 14.549216], [-88.994168, 14.539836], [-89.002761, 14.539672], [-89.022648, 14.554672], [-89.033731, 14.551698], [-89.039725, 14.556469], [-89.049777, 14.555433], [-89.04587, 14.56191], [-89.052058, 14.5695], [-89.025615, 14.587831], [-89.019387, 14.607973], [-89.02876, 14.61499], [-89.029102, 14.639394], [-89.042256, 14.628659], [-89.058527, 14.646514], [-89.055572, 14.655143], [-89.041386, 14.648483], [-89.024928, 14.655734]]]}}	 3	 61.4	 
1410	 SAN FERNANDO	 OCOTEPEQUE	 3155	 3112	 6268	 94.1684	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-89.140195, 14.694336], [-89.129261, 14.71489], [-89.083468, 14.726605], [-89.082137, 14.699552], [-89.060666, 14.706606], [-89.030622, 14.708719], [-89.044585, 14.694585], [-89.046064, 14.682421], [-89.053789, 14.683157], [-89.072422, 14.672984], [-89.089626, 14.670629], [-89.105272, 14.660909], [-89.124913, 14.656275], [-89.133352, 14.65781], [-89.148707, 14.676268], [-89.140195, 14.694336]]]}}	 5	 79.8	 
1411	 SAN FRANCISCO DEL VALLE	 OCOTEPEQUE	 4385	 4241	 8626	 57.2885	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.940466, 14.466711], [-88.922561, 14.47055], [-88.893032, 14.460982], [-88.902241, 14.442946], [-88.916825, 14.443104], [-88.957225, 14.422455], [-88.990624, 14.396], [-88.98742, 14.384933], [-88.999475, 14.368856], [-89.019175, 14.372475], [-89.039468, 14.392517], [-89.059955, 14.404671], [-89.060718, 14.394969], [-89.071962, 14.39442], [-89.079582, 14.387933], [-89.078262, 14.395545], [-89.069329, 14.403362], [-89.066498, 14.438972], [-89.031369, 14.434831], [-89.017112, 14.456722], [-89.007122, 14.457194], [-88.968774, 14.477809], [-88.940466, 14.466711]]]}}	 3	 34.8	 
1412	 SAN JORGE	 OCOTEPEQUE	 2771	 2746	 5517	 66.3213	 {u'type': u'GeometryCollection', u'geometries': [{u'type': u'Polygon', u'coordinates': [[[-89.081421, 14.726562], [-89.06843, 14.717375], [-89.051277, 14.715791], [-89.041318, 14.719777], [-89.014035, 14.715672], [-89.009936, 14.692933], [-89.046064, 14.682421], [-89.044585, 14.694585], [-89.030622, 14.708719], [-89.060666, 14.706606], [-89.082137, 14.699552], [-89.081421, 14.726562]]]}, {u'type': u'Polygon', u'coordinates': [[[-89.124332, 14.610127], [-89.132946, 14.604846], [-89.132278, 14.590256], [-89.139415, 14.585665], [-89.153837, 14.587184], [-89.146488, 14.611046], [-89.152862, 14.617263], [-89.146307, 14.629707], [-89.154711, 14.654837], [-89.155821, 14.67413], [-89.144965, 14.674562], [-89.132823, 14.657502], [-89.103903, 14.661622], [-89.083186, 14.633452], [-89.089642, 14.620493], [-89.083579, 14.618084], [-89.087147, 14.615813], [-89.124332, 14.610127]]]}]}	 2	 36.3	 
1413	 SAN MARCOS	 OCOTEPEQUE	 11715	 12240	 23955	 82.9023	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.899142, 14.446474], [-88.865669, 14.447955], [-88.846023, 14.472896], [-88.837981, 14.463585], [-88.843551, 14.449867], [-88.838792, 14.431454], [-88.820254, 14.426795], [-88.826172, 14.403615], [-88.805688, 14.385162], [-88.836213, 14.384284], [-88.854907, 14.39665], [-88.858734, 14.407402], [-88.879541, 14.411544], [-88.878631, 14.370754], [-88.887218, 14.355847], [-88.911167, 14.345703], [-88.948403, 14.341513], [-88.972153, 14.341621], [-88.991858, 14.349417], [-89.017232, 14.34647], [-89.035149, 14.364442], [-89.038317, 14.373533], [-89.047416, 14.372406], [-89.072657, 14.380801], [-89.071269, 14.386742], [-89.058827, 14.397248], [-89.059955, 14.404671], [-89.039468, 14.392517], [-89.019175, 14.372475], [-88.999683, 14.368759], [-88.987432, 14.384899], [-88.990624, 14.396], [-88.957225, 14.422455], [-88.916825, 14.443104], [-88.904593, 14.441524], [-88.899142, 14.446474]]]}}	 9	 37.6	 
1414	 SANTA FE	 OCOTEPEQUE	 2344	 2641	 4985	 53.4513	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-89.248571, 14.487031], [-89.264152, 14.471509], [-89.247124, 14.463021], [-89.253343, 14.45726], [-89.298829, 14.48553], [-89.322816, 14.446561], [-89.354707, 14.422544], [-89.349233, 14.438023], [-89.356037, 14.4687], [-89.302054, 14.494227], [-89.30603, 14.507002], [-89.287848, 14.516426], [-89.283549, 14.532673], [-89.26954, 14.546788], [-89.259893, 14.546826], [-89.256778, 14.539324], [-89.252638, 14.543641], [-89.253625, 14.53803], [-89.248689, 14.533307], [-89.240025, 14.533565], [-89.241006, 14.526502], [-89.23189, 14.525734], [-89.240546, 14.520466], [-89.225022, 14.515566], [-89.219226, 14.507723], [-89.226103, 14.505058], [-89.214913, 14.498536], [-89.219668, 14.490728], [-89.247324, 14.494683], [-89.248571, 14.487031]]]}}	 1	 20.1	 
1415	 SENSENTI	 OCOTEPEQUE	 5372	 5020	 10392	 69.3208	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-88.981012, 14.492688], [-88.998195, 14.519673], [-88.989311, 14.549188], [-88.997612, 14.561014], [-88.997205, 14.595573], [-89.004297, 14.605224], [-89.001652, 14.617676], [-88.988928, 14.607879], [-88.985596, 14.59096], [-88.991335, 14.580939], [-88.97397, 14.543944], [-88.944333, 14.544168], [-88.936252, 14.532883], [-88.907135, 14.533267], [-88.894495, 14.518683], [-88.853386, 14.511555], [-88.848425, 14.500753], [-88.856077, 14.496475], [-88.846555, 14.473154], [-88.865669, 14.447955], [-88.899142, 14.446474], [-88.893032, 14.460982], [-88.922561, 14.47055], [-88.944572, 14.466641], [-88.983668, 14.483281], [-88.978967, 14.487955], [-88.981012, 14.492688]]]}}	 6	 57.7	 
1416	 SINUAPA	 OCOTEPEQUE	 3569	 3384	 6952	 46.2942	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-89.068238, 14.42218], [-89.069329, 14.403362], [-89.078262, 14.395545], [-89.083709, 14.381667], [-89.09416, 14.399644], [-89.106871, 14.404575], [-89.109021, 14.412958], [-89.133171, 14.430143], [-89.155456, 14.436528], [-89.16133, 14.443332], [-89.187989, 14.440146], [-89.204561, 14.431099], [-89.209082, 14.450331], [-89.203378, 14.452502], [-89.203452, 14.462258], [-89.195229, 14.476589], [-89.183444, 14.475891], [-89.18564, 14.479966], [-89.179753, 14.490675], [-89.175559, 14.486362], [-89.142404, 14.49614], [-89.13713, 14.514422], [-89.101619, 14.529972], [-89.094478, 14.518998], [-89.084348, 14.518944], [-89.082641, 14.501052], [-89.067984, 14.457409], [-89.068238, 14.42218]]]}}	 8	 115.1	 
1501	 JUTICALPA	 OLANCHO	 65280	 67437	 132717	 32.4975	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.009198, 14.78188], [-85.998588, 14.770867], [-85.942156, 14.73881], [-85.946261, 14.726951], [-85.968846, 14.721292], [-85.967166, 14.713576], [-85.970498, 14.711137], [-85.982581, 14.719265], [-85.979758, 14.725089], [-85.983171, 14.731425], [-85.990317, 14.735022], [-85.997622, 14.731922], [-85.99646, 14.722955], [-86.006405, 14.711082], [-86.010912, 14.69058], [-86.014706, 14.69741], [-86.027424, 14.686759], [-86.033665, 14.695106], [-86.034147, 14.686418], [-86.049958, 14.683806], [-86.056377, 14.67529], [-86.06271, 14.679913], [-86.064905, 14.673894], [-86.071394, 14.67415], [-86.086976, 14.664383], [-86.093293, 14.671013], [-86.107663, 14.668774], [-86.111797, 14.65801], [-86.115853, 14.658678], [-86.113569, 14.664171], [-86.119112, 14.663793], [-86.119708, 14.655419], [-86.12581, 14.653808], [-86.128183, 14.643582], [-86.133485, 14.646086], [-86.135313, 14.639436], [-86.142978, 14.639273], [-86.140967, 14.634673], [-86.146533, 14.62934], [-86.136338, 14.617605], [-86.138078, 14.597958], [-86.128688, 14.586285], [-86.126176, 14.574473], [-86.101839, 14.547997], [-86.08985, 14.520683], [-86.097713, 14.513594], [-86.089561, 14.507222], [-86.052298, 14.536012], [-86.016636, 14.541469], [-86.012073, 14.545745], [-85.994271, 14.528865], [-85.988446, 14.528304], [-86.013481, 14.49797], [-86.052587, 14.433137], [-86.06289, 14.39333], [-86.109274, 14.348286], [-86.150297, 14.271443], [-86.186397, 14.36069], [-86.249756, 14.345447], [-86.258766, 14.334414], [-86.274305, 14.329255], [-86.285626, 14.319375], [-86.294831, 14.319427], [-86.316956, 14.297685], [-86.342227, 14.28435], [-86.349258, 14.28739], [-86.35651, 14.282332], [-86.44093, 14.289263], [-86.44785, 14.313535], [-86.464035, 14.333301], [-86.501098, 14.336815], [-86.508443, 14.352999], [-86.514795, 14.354154], [-86.5216, 14.36397], [-86.576993, 14.376783], [-86.549508, 14.399801], [-86.552371, 14.43332], [-86.561321, 14.449251], [-86.566122, 14.486217], [-86.544201, 14.539951], [-86.561294, 14.540395], [-86.566081, 14.546839], [-86.559861, 14.558143], [-86.563509, 14.56695], [-86.571674, 14.576208], [-86.588089, 14.584291], [-86.590987, 14.593733], [-86.608262, 14.601969], [-86.606396, 14.607141], [-86.628408, 14.641509], [-86.636579, 14.643235], [-86.636937, 14.647479], [-86.65919, 14.648917], [-86.655847, 14.661639], [-86.673041, 14.681709], [-86.668365, 14.684715], [-86.668449, 14.690585], [-86.677687, 14.694425], [-86.671153, 14.710201], [-86.659058, 14.719461], [-86.658999, 14.725941], [-86.646331, 14.734924], [-86.646765, 14.738459], [-86.641953, 14.732209], [-86.634199, 14.732332], [-86.634145, 14.719447], [-86.62229, 14.703903], [-86.591033, 14.68726], [-86.529294, 14.681649], [-86.505, 14.709484], [-86.499261, 14.722513], [-86.489992, 14.722141], [-86.481894, 14.713571], [-86.451463, 14.71338], [-86.446144, 14.754749], [-86.424651, 14.791799], [-86.378477, 14.76655], [-86.296502, 14.74217], [-86.268856, 14.743697], [-86.146644, 14.725037], [-86.136004, 14.742651], [-86.020008, 14.792964], [-86.009198, 14.78188]]]}}	 62	 46.7	 
1502	 CAMPAMENTO	 OLANCHO	 10947	 10841	 21788	 38.9215	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.612403, 14.585952], [-86.600076, 14.59296], [-86.600309, 14.596931], [-86.591069, 14.593792], [-86.588089, 14.584291], [-86.571674, 14.576208], [-86.563509, 14.56695], [-86.559861, 14.558143], [-86.566081, 14.546839], [-86.561266, 14.540362], [-86.544191, 14.539865], [-86.566122, 14.486217], [-86.561321, 14.449251], [-86.552363, 14.433278], [-86.549632, 14.39937], [-86.572811, 14.377671], [-86.597774, 14.381654], [-86.60762, 14.373542], [-86.613319, 14.381161], [-86.614542, 14.393373], [-86.626371, 14.400298], [-86.628944, 14.406954], [-86.634773, 14.404494], [-86.648044, 14.409195], [-86.653763, 14.399621], [-86.658967, 14.399425], [-86.669566, 14.404445], [-86.670092, 14.409212], [-86.695787, 14.418191], [-86.70399, 14.414515], [-86.712432, 14.416555], [-86.710983, 14.434154], [-86.733947, 14.478979], [-86.729326, 14.505572], [-86.742837, 14.509748], [-86.751411, 14.532747], [-86.740461, 14.576672], [-86.685332, 14.581043], [-86.658731, 14.593924], [-86.643801, 14.573581], [-86.615907, 14.579353], [-86.612403, 14.585952]]]}}	 6	 27.5	 
1503	 CATACAMAS	 OLANCHO	 62104	 63838	 125942	 10.9012	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.911821, 14.756243], [-85.924216, 14.921576], [-85.91579, 14.923764], [-85.939963, 15.032538], [-85.935627, 15.047812], [-85.847692, 15.055503], [-85.813305, 15.034443], [-85.796392, 15.032812], [-85.728355, 15.077111], [-85.697856, 15.083024], [-85.623673, 15.022219], [-85.615932, 15.026168], [-85.605854, 15.02381], [-85.582623, 14.971406], [-85.42795, 14.869518], [-85.405566, 14.864985], [-85.402575, 14.872949], [-85.392346, 14.870554], [-85.388116, 14.863255], [-85.376928, 14.862787], [-85.373384, 14.864716], [-85.376664, 14.870245], [-85.366089, 14.875978], [-85.359039, 14.888847], [-85.330728, 14.883299], [-85.302798, 14.90153], [-85.295636, 14.895566], [-85.283441, 14.89925], [-85.256929, 14.875014], [-85.234795, 14.877385], [-85.234391, 14.869494], [-85.209004, 14.859522], [-85.207719, 14.848811], [-85.195488, 14.846544], [-85.191091, 14.835203], [-85.177403, 14.836526], [-85.182799, 14.856889], [-85.173174, 14.870922], [-85.164374, 14.868182], [-85.165191, 14.858331], [-85.159279, 14.859454], [-85.15775, 14.866521], [-85.150844, 14.871365], [-85.139734, 14.873228], [-85.135223, 14.873232], [-85.130292, 14.86118], [-85.122329, 14.857891], [-85.117578, 14.862798], [-85.108221, 14.85854], [-85.105482, 14.863032], [-85.106697, 14.851484], [-85.121045, 14.843783], [-85.128375, 14.845802], [-85.13163, 14.840378], [-85.134068, 14.81677], [-85.147778, 14.785535], [-85.142055, 14.782597], [-85.139903, 14.772417], [-85.160096, 14.761609], [-85.050879, 14.651551], [-85.028992, 14.643427], [-85.023986, 14.632763], [-85.026371, 14.625319], [-85.043278, 14.610971], [-85.021576, 14.608768], [-85.043403, 14.575175], [-85.059171, 14.568491], [-85.065977, 14.559639], [-85.073917, 14.55997], [-85.086733, 14.552457], [-85.096559, 14.553089], [-85.104058, 14.558801], [-85.112372, 14.576337], [-85.120907, 14.579491], [-85.122345, 14.585831], [-85.135031, 14.576362], [-85.145528, 14.576971], [-85.151884, 14.571716], [-85.14229, 14.562148], [-85.140556, 14.551942], [-85.147555, 14.544111], [-85.139213, 14.519265], [-85.148065, 14.50403], [-85.149664, 14.486815], [-85.163432, 14.481684], [-85.165961, 14.474471], [-85.174177, 14.476343], [-85.183324, 14.468873], [-85.180647, 14.459335], [-85.185102, 14.448143], [-85.180702, 14.428333], [-85.187919, 14.4243], [-85.1921, 14.407384], [-85.201344, 14.406826], [-85.205818, 14.387007], [-85.221316, 14.37492], [-85.217817, 14.367768], [-85.207274, 14.370015], [-85.196777, 14.365584], [-85.198371, 14.356483], [-85.194133, 14.351455], [-85.198853, 14.346486], [-85.192525, 14.329022], [-85.182309, 14.332954], [-85.180749, 14.31557], [-85.153108, 14.301044], [-85.158811, 14.287556], [-85.176728, 14.270598], [-85.185488, 14.249653], [-85.200704, 14.257336], [-85.208367, 14.25333], [-85.239968, 14.252393], [-85.269259, 14.261941], [-85.271002, 14.258953], [-85.284673, 14.260262], [-85.28992, 14.251409], [-85.296622, 14.249916], [-85.310746, 14.256383], [-85.332975, 14.247662], [-85.340435, 14.248996], [-85.341276, 14.234104], [-85.356427, 14.23152], [-85.36195, 14.21309], [-85.369377, 14.213375], [-85.369718, 14.224752], [-85.383862, 14.22092], [-85.3755, 14.21585], [-85.374044, 14.197759], [-85.381474, 14.194613], [-85.375361, 14.183401], [-85.39875, 14.162189], [-85.40091, 14.14567], [-85.395075, 14.139989], [-85.40447, 14.133839], [-85.404617, 14.123546], [-85.413084, 14.122122], [-85.420584, 14.114945], [-85.42552, 14.116885], [-85.430571, 14.106615], [-85.44401, 14.10612], [-85.455043, 14.11385], [-85.466584, 14.093725], [-85.478136, 14.094083], [-85.478797, 14.084266], [-85.483685, 14.089278], [-85.493053, 14.08839], [-85.494316, 14.076227], [-85.500011, 14.087061], [-85.505586, 14.088679], [-85.508337, 14.061808], [-85.521121, 14.060326], [-85.518804, 14.048145], [-85.528381, 14.049643], [-85.535818, 14.045691], [-85.562042, 14.051302], [-85.555184, 14.063936], [-85.568502, 14.063173], [-85.578333, 14.082804], [-85.58533, 14.079676], [-85.609692, 14.095754], [-85.605168, 14.133808], [-85.618545, 14.160645], [-85.636828, 14.167258], [-85.639227, 14.177192], [-85.652397, 14.192263], [-85.661319, 14.184237], [-85.658475, 14.176675], [-85.665578, 14.172376], [-85.686868, 14.183696], [-85.706524, 14.182735], [-85.712661, 14.190534], [-85.73833, 14.185046], [-85.751848, 14.190685], [-85.758316, 14.200813], [-85.767175, 14.196791], [-85.779045, 14.162685], [-85.795125, 14.160781], [-85.812991, 14.166836], [-85.826615, 14.186751], [-85.837748, 14.185884], [-85.850952, 14.172381], [-85.872021, 14.163412], [-85.876044, 14.157148], [-85.872296, 14.146532], [-85.877095, 14.135317], [-85.897763, 14.125687], [-85.904823, 14.126359], [-85.908523, 14.13144], [-85.896551, 14.160677], [-85.886109, 14.17766], [-85.879142, 14.180331], [-85.87616, 14.191827], [-85.85905, 14.199357], [-85.844883, 14.212912], [-85.837208, 14.212342], [-85.823047, 14.226551], [-85.817075, 14.251348], [-85.823379, 14.264989], [-85.819177, 14.275663], [-85.826948, 14.284112], [-85.824804, 14.301501], [-85.819824, 14.314907], [-85.803918, 14.326991], [-85.816011, 14.35277], [-85.82918, 14.361288], [-85.837819, 14.362211], [-85.843006, 14.357491], [-85.857957, 14.365667], [-85.862217, 14.380845], [-85.885595, 14.40512], [-85.910365, 14.411536], [-85.931585, 14.410898], [-85.950277, 14.430187], [-85.958455, 14.446408], [-85.981006, 14.438651], [-85.991734, 14.441669], [-86.001623, 14.452141], [-85.976981, 14.482468], [-85.979956, 14.49086], [-85.97011, 14.49498], [-85.961943, 14.516797], [-85.972074, 14.527142], [-85.983722, 14.523429], [-85.991911, 14.538972], [-85.984163, 14.556364], [-85.959605, 14.577102], [-85.962365, 14.629442], [-85.944342, 14.658372], [-85.928, 14.675355], [-85.925195, 14.686049], [-85.91772, 14.691299], [-85.921866, 14.725659], [-85.933778, 14.744259], [-85.911821, 14.756243]]]}}	 81	 64.3	 
1504	 CONCORDIA	 OLANCHO	 3639	 3273	 6911	 25.6251	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-86.773974, 14.607929], [-86.796434, 14.621728], [-86.796442, 14.630355], [-86.805636, 14.639849], [-86.791777, 14.653817], [-86.779771, 14.689872], [-86.781609, 14.702046], [-86.759223, 14.727371], [-86.757437, 14.74071], [-86.744419, 14.746441], [-86.741691, 14.743561], [-86.745106, 14.7388], [-86.738857, 14.741037], [-86.740423, 14.736404], [-86.710574, 14.721061], [-86.695024, 14.731946], [-86.680984, 14.731644], [-86.672871, 14.719367], [-86.67761, 14.693243], [-86.668449, 14.690585], [-86.668365, 14.684715], [-86.673041, 14.681709], [-86.655847, 14.661639], [-86.659178, 14.648896], [-86.636937, 14.647479], [-86.636579, 14.643235], [-86.628408, 14.641509], [-86.606396, 14.607141], [-86.608382, 14.602136], [-86.600579, 14.598783], [-86.599601, 14.593752], [-86.611489, 14.587419], [-86.615884, 14.579363], [-86.642026, 14.573519], [-86.653699, 14.582682], [-86.658731, 14.593924], [-86.685332, 14.581043], [-86.740461, 14.576672], [-86.759841, 14.586145], [-86.761966, 14.598728], [-86.773974, 14.607929]]]}}	 2	 28.9	 
1505	 DULCE NOMBRE DE CULMI	 OLANCHO	 17734	 17063	 34797	 7.39283	 {u'geometry': {u'type': u'Polygon', u'coordinates': [[[-85.481752, 15.332834], [-85.458392, 15.432247], [-85.377555, 15.403186], [-85.330298, 15.334314], [-85.236596, 15.214713], [-85.097811, 15.180697], [-84.999896, 15.071034], [-84.999871, 14.724362], [-85.029057, 14.702723], [-85.020989, 14.6877], [-85.028526, 14.672408], [-85.046604, 14.671007], [-85.051309, 14.653332], [-85.160096, 14.761609], [-85.139903, 14.772417], [-85.142055, 14.782597], [-85.147778, 14.785535], [-85.134068, 14.81677], [-85.13163, 14.840378], [-85.128375, 14.845802], [-85.121045, 14.843783], [-85.106697, 14.851484], [-85.105522, 14.86306], [-85.108221, 14.85854], [-85.117578, 14.862798], [-85.122329, 14.857891], [-85.130292, 14.86118], [-85.135223, 14.873232], [-85.139734, 14.873228], [-85.150844, 14.871365], [-85.15775, 14.866521], [-85.159279, 14.859454], [-85.165191, 14.858331], [-85.164374, 14.868182], [-85.173174, 14.870922], [-85.182799, 14.856889], [-85.177403, 14.836526], [-85.191091, 14.835203], [-85.195488, 14.846544], [-85.207719, 14.848811], [-85.209004, 14.859522], [-85.234391, 14.869494], [-85.234795, 14.877385], [-85.256929, 14.875014], [-85.283441, 14.89925], [-85.295636, 14.895566], [-85.302798, 14.90153], [-85.330728, 14.883299], [-85.359039, 14.888847], [-85.366089, 14.875978], [-85.376664, 14.870245], [-85.373384, 14.864716], [-85.376928, 14.862787], [-85.388116, 14.863255], [-85.392346, 14.870554], [-85.402575, 14.872949], [-85.405566, 14.864985], [-85.42795, 14.869518], [-85.582623, 14.971406], [-85.605854, 15.02381], [-85.615932, 15.026168], [-85.623673, 15.022219], [-85.697856, 15.083024], [-85.657912, 15.102678], [-85.638527, 15.121703], [-85.63465, 15.128819], [-85.641375, 15.149336], [-85.617737, 15.192674], [-85.585382, 15.227802], [-85.526742, 15.27818], [-85.483577, 15.326131], [-85.481752, 15.332834]]]}}	 7	 20.1	 
